LeagueIndex,UniqueUnitsMade,UniqueHotkeys,Age,HoursPerWeek,TotalHours,APM,GapBetweenPACs,ActionLatency,ActionsInPAC,TotalMapExplored,WorkersMade,ComplexUnitsMade,ComplexAbilitiesUsed,SelectByHotkeys,AssignToHotkeys,MinimapAttacks,MinimapRightClicks,NumberOfPACs
1,7,7,19,12,700,198.8142,19.7488,33.2622,4.5963,23,8.516178,0,0.15073497,48.6111915,2.93928147,1.20585852,3.54221073,32.48282583
1,7,6,20,8,500,185.889,29.9048,45.6203,5.443,27,4.9458402,0,1.171386,73.47161853,2.86337502,6.51E-02,4.29506253,20.56424409
0,7,4,20,10,700,121.1148,38.354,44.2296,3.6711,29,5.1880293,0,0,25.29903834,3.38097789,0,0.87439239,26.40659814
1,8,6,23,16,600,122.604,43.0267,59.1495,4.8505,28,6.78087,0,0,19.22393637,2.0272518,2.44668339,0.83886318,21.04146972
1,4,5,22,24,850,155.7354,39.9855,43.9275,4.1775,25,5.993928,0,1.3111983,50.76230967,2.716065,0,9.37E-02,25.84944108
0,7,8,22,6,400,71.088,35.8528,75.4878,5.3963,16,1.0297683,0,0,1.58422257,1.26738018,0,0.95053248,12.99063357
1,9,3,20,28,350,171.3756,27.0785,46.6768,5.0025,21,4.3751214,1.53721314,0,55.51696863,4.96637397,3.55E-01,0.82772811,23.4129051
1,8,7,25,12,730,88.0242,27.7493,61.7143,3.6577,24,4.0513707,0,0,13.07488734,1.10492073,1.23E-01,2.02568535,20.62517103
1,11,2,27,4,400,96.4746,48.3347,65.9552,5.6802,42,6.311466,0.84585114,2.2447494,12.36245526,2.60262216,4.88E-01,3.2532777,15.9735951
1,8,6,24,4,300,147.3534,26.4039,40.7005,4.6546,30,3.8955222,2.74244508,3.3345738,25.1183178,1.4958801,1.55820888,4.11366762,25.80392907
1,4,2,18,6,800,134.652,28.4571,48.9773,6.9659,12,3.620358,0,0,3.19443228,1.38425328,3.19E-01,0.74537001,18.74067327
1,8,7,21,10,350,120.2352,32,56.6995,4.4557,25,8.155629,0,0,15.26992452,2.14010523,1.74E-01,3.18123162,23.48328915
0,9,7,19,16,500,165.582,26.2714,46.6622,5.7893,29,5.157603,1.13311152,1.0549908,28.48410378,5.39205543,3.91E-02,5.23576089,23.36556114
1,9,7,23,42,2000,147.417,23.5465,44.5983,4.8665,30,4.0415472,0,0,6.04662444,0.93989124,3.94753896,4.48014258,29.32455465
1,10,8,23,8,1000,100.2276,42.7097,70.4828,5.9195,31,6.482448,1.25350515,1.6474806,12.21273981,2.00561355,5.01E-01,1.64746467,15.57930636
1,6,7,21,10,750,143.862,29.1206,48.3392,5.7915,25,5.446467,0.62841726,1.4663034,31.70024334,2.23437897,2.79E-01,6.00489315,19.76028354
0,6,1,19,2,340,41.2572,83.9101,117.0279,3.7318,15,2.1989241,0,0,3.56583492,1.60462359,0,0.71316486,10.63806462
0,7,4,23,24,900,93.3078,45.9387,63.5335,3.7973,38,2.7059229,4.02E-01,0.47536182,21.13527618,0.80445969,0,0.73132506,19.12413492
1,7,7,37,18,1000,123.4098,13.2471,70.5965,9.3509,15,11.387295,0,0.15082524,12.14153802,3.16735659,2.56405032,6.56095635,12.89566953
1,6,5,16,28,4000,350.4114,34.876,56.3279,7.7049,22,2.8390446,0,0,228.7992128,2.32283295,0,2.32283295,15.74365617
0,6,3,21,8,100,142.4628,18.7667,49.2562,6.1322,11,4.4687367,0,0.14415057,35.89396452,1.44152694,1.29737106,1.87398396,17.4424473
1,4,7,21,42,1300,122.5092,28.352,64.5896,6.1275,19,2.8212561,0,0,23.75105121,4.9864086,4.59E-01,2.69003538,16.46826939
1,7,6,20,10,650,86.0322,50.3342,62.9617,3.918,28,4.3596693,1.38484269,1.3335534,10.46325411,1.84645692,2.56E-01,5.13E-01,18.77231556
0,9,4,18,12,300,84.1884,36.4718,57.8503,3.5187,29,3.7939419,0.60483555,1.2646296,13.63624992,3.18912228,0,1.31963589,20.56434498
0,6,0,29,8,1000,54.4284,45.3023,109.1385,7.0846,16,3.3453531,0,0,1.2773205,0.72989667,1.82E-01,2.4329889,7.90721658
1,10,6,20,24,1500,77.3274,36.6667,65.4169,4.4687,35,3.6814761,1.38E-01,0.6442623,4.2337161,0.59824053,1.84E-01,1.24250283,16.88884263
0,7,3,27,8,100,76.3044,32.0234,63.5335,6.0175,20,3.2602338,0,0,4.8101697,0.58790727,0.90858879,3.74E-01,18.33209001
1,9,4,19,24,1800,159.324,21.6201,44.3454,6.4178,23,8.348913,0.73130382,0.6094287,16.51528944,4.88E-01,0.91413243,6.88644873,21.87818766
1,9,4,19,24,1500,90.435,35.5692,52.705,4.1303,23,4.8669336,0,1.4914728,7.92841941,0.94198869,0,3.68946234,20.48828985
0,8,5,26,12,336,64.0734,41.2486,58.5014,3.168,17,2.1326553,0,0,1.96861347,4.37E-01,0,4.92E-01,19.8501606
1,3,5,16,42,900,137.5206,36.6729,58.1767,4.3395,12,4.9668147,0,0,46.45422171,3.79814211,0.58432833,4.87E-01,20.93848758
0,8,4,19,24,80,100.2066,36.9825,58.8531,5.6224,26,9.939258,2.63818854,7.791894,9.50975334,1.22706666,0,2.51548506,17.54702775
0,6,6,21,16,1344,165.5502,51.5731,75.0079,8.3228,23,6.527583,0.65826477,1.6456752,46.4625,1.64565927,0.60340716,6.91177743,13.93326477
1,8,10,17,6,400,140.6124,28.3228,52.1149,7.3563,30,7.637904,0,0.43029054,9.84289743,2.74310352,0,3.76503957,18.71763849
0,6,5,22,4,250,89.064,46.3784,58.8687,3.7306,24,3.897009,0,1.1228526,16.31468295,2.97230967,1.32E-01,2.64E-01,19.61725338
1,7,3,17,10,750,114.4662,35.4091,61.7208,5.7208,19,10.394856,2.24205723,2.3100093,11.07438732,2.10617433,1.83440853,3.39705126,18.00437805
0,9,5,21,10,800,150.7878,24.4361,50.4686,5.6046,33,8.178993,1.43E-01,0.5706657,22.87317546,2.23501086,2.85E-01,4.08959208,22.73051169
1,7,4,24,16,750,126.087,28.0469,45.8361,4.7658,21,4.9448844,0,0,13.50113166,1.72236753,2.78E-01,0.6667236,23.72420916
1,7,10,25,2,400,134.8398,35.5023,50.6575,5.4,44,5.799051,0,0,10.12191669,2.00329839,1.21252257,2.31960447,22.93246692
0,7,0,18,16,400,83.2962,38.7387,65.6861,5.6592,14,2.8629927,0,0.8180055,11.80259541,1.75E-01,0,5.26E-01,13.02959835
1,11,3,20,28,1500,138.5826,23.4102,61.0374,7.016,27,11.555622,1.03265163,2.4586893,12.78522684,1.62274131,0,1.13100345,18.39105756
0,7,5,27,12,360,114.99,36.4407,51.4503,3.5497,45,2.7451107,0,2.0351637,36.01780965,2.55579858,2.27181978,4.44897819,22.38689097
1,10,6,25,24,240,152.7906,40.8,46.5233,5.1194,34,5.498505,0.92971728,3.4266492,28.58208921,1.51410933,1.40785623,1.062531,24.46478424
1,8,2,22,20,400,170.8218,24.09,46.414,4.7556,18,4.7148021,0,0,52.42861422,3.20606649,4.40E-01,2.26310607,25.2084816
1,7,4,19,12,520,136.6374,39.681,59.5102,4.4367,32,2.9276685,0,0,43.47803043,3.05875647,5.24E-01,1.04871438,21.41128998
1,6,6,20,8,600,164.346,31.0206,45.0868,5.5776,32,3.5743734,0.7252398,0.5698161,38.48952438,3.78160677,2.5383393,3.31538346,22.68965124
0,6,3,20,6,1000,61.314,54.437,85.6736,3.3598,20,4.3522353,0,0.6528114,5.00505201,1.45073979,1.16059077,1.37820519,17.33634819
1,9,8,23,12,500,130.4244,44.8539,44.9058,4.9148,27,7.617726,4.32E-01,1.8369414,20.58432651,2.48524461,0.54027126,2.7013563,24.0960897
1,5,6,18,24,1000,202.89,30.6714,46.1268,6.1373,23,8.258643,0,0,72.17100306,3.5713467,1.63686591,0.59522445,21.13048125
0,10,1,23,10,400,94.395,48.2904,60.7664,4.9393,30,5.0279328,3.74E-01,0.37397799,3.86444808,0.62329842,2.91E-01,1.20504078,17.78476707
1,6,4,26,16,1000,94.0056,47.2523,70.8837,4.986,29,6.14367,1.43E-01,0.07144074,16.9313067,1.07160048,1.43E-01,0.78584283,15.35962104
0,6,3,23,20,300,104.7984,41.6401,53.7529,5.6353,20,7.251336,3.49144182,8.594235,7.46631666,0.80571816,0,1.82629485,18.26292726
0,8,2,23,10,730,122.8854,25.5904,58.1862,6.7538,24,3.7163628,0,0,3.77E-01,2.15E-01,1.18493181,2.53144161,17.93554983
1,4,3,21,14,750,83.2566,36.086,64.8936,4.4255,6,4.7192094,0,0.6991677,10.83673296,2.27221803,0,1.39828761,16.42988871
0,5,3,26,8,850,98.031,41.9333,65.9227,7.6685,18,6.323148,2.15732556,7.81101,5.28172956,1.04146623,0,3.05001621,13.46469444
0,5,4,24,12,2250,136.0566,31.6735,54.5405,6.25,18,3.9145851,0,0.11513673,22.68148446,1.84215051,1.15E-01,3.79943775,17.0398962
1,5,4,21,10,1500,111.024,35.7215,67.673,6.1384,12,5.554791,0,0,5.66376813,2.06945568,2.18E-01,4.36E-01,17.31806055
0,8,2,17,14,900,156.8736,35.3434,54.1259,5.4836,20,4.8015675,1.15900308,3.9185145,40.23396027,1.60052958,0.55190547,4.42E-01,21.91067424
0,9,0,24,6,550,61.953,53.5808,84.9286,5.5595,15,4.4850384,1.20493458,0.40164309,2.61068805,1.07104824,2.01E-01,3.35E-01,11.24602776
0,6,8,17,4,24,48.879,55.973,105.0201,3.8255,15,3.740895,5.10E-01,0.17004213,2.12549742,1.3603158,2.55E-01,4.25E-01,12.6679608
1,5,4,16,36,1000,173.4774,20.2941,46.5428,5.9144,32,5.451246,0,0,42.85391958,4.20983172,3.99394305,3.72408354,22.0746258
0,8,4,22,16,300,64.7028,84.2093,85.8266,4.9942,16,3.3318657,0,0.567108,5.67126054,1.98494172,2.13E-01,3.3318657,12.26409813
1,8,5,21,18,1000,104.0502,29.646,67.0837,6.0793,27,6.62688,1.44E-01,0.1440603,6.8427846,1.15246647,7.20E-02,2.80914399,16.35065289
1,3,4,18,28,1200,106.752,40.662,49.4035,4.6947,29,4.0035807,0,1.1238084,12.57261975,2.52857421,2.11E-01,1.26428445,20.01785571
0,9,8,20,12,450,117.111,27.4016,47.3865,4.1636,26,5.17194,0,0.10241397,18.79310952,1.68984378,1.12656429,1.84346739,25.04040948
1,8,10,21,16,800,263.7198,23.5125,39.6714,6.3429,19,6.367752,0,0,119.5982717,3.42875727,1.06128315,2.53075131,22.85837118
1,10,7,23,6,700,134.6478,23.745,46.4151,4.5601,35,6.043842,2.02500567,5.1092289,12.5861868,2.21192829,1.25E-01,4.98462975,26.41852971
0,4,5,28,14,730,104.4084,63.2381,69.8113,5.5189,19,4.8257811,0,0,22.33641411,2.75758389,2.76E-01,3.58485534,14.61518559
0,6,2,23,14,150,83.2944,52.3985,64.7647,4.2353,23,3.8144916,0.53641089,0.5364162,16.50956526,2.50325613,2.38E-01,4.77E-01,16.21155744
0,7,3,16,12,500,78.9924,28.601,72.9072,4.7216,23,4.1201352,0,0,10.4126445,2.09751372,0,1.12366503,14.53275846
1,6,5,21,20,730,139.5462,35.4,60.9834,7.0598,27,6.298191,0,0,5.61898359,0.92620737,1.23E-01,1.6054254,18.58586553
0,7,7,28,4,950,150.258,29.0995,61.5875,5.6632,33,6.082605,0,0.2577474,42.83754885,2.31972129,0,4.07240361,19.74341898
0,7,5,19,20,12,57.1536,61.4216,81.3611,3.0174,17,4.5875214,0,0.29407311,8.41046121,1.76443335,5.88E-02,1.41154668,16.93854954
0,5,1,21,10,500,73.1424,70.7246,83.0216,6.4173,15,5.395491,0,0,1.61E-01,1.61E-01,0,1.61E-01,11.19403755
0,5,4,25,2,400,82.203,50.449,64.1351,5.3311,30,6.384213,0,0,8.00387451,1.61983143,2.86E-01,5.24063547,14.10206967
0,8,8,21,6,300,134.6472,22.8972,49.82,5.67,22,7.114869,0.68009949,1.4125131,16.06079061,2.87734032,4.19E-01,4.19E-01,20.92610997
0,6,0,24,20,730,123.462,31.0147,64.8059,6.2418,19,6.155883,0,0,19.7610588,0.80029134,0,1.78526979,16.80613407
0,5,6,22,14,80,52.8882,35.3659,103.5181,5.0241,12,3.1901418,0,0,11.56428261,1.19630583,2.99E-01,0.69784551,8.27444556
1,10,7,27,24,900,117.4518,59.8274,60.8101,5.9063,34,7.89597,2.82E-01,0.51699222,11.09187315,1.92697776,1.41E-01,1.73898252,18.56479014
1,8,2,18,10,450,98.8128,56.1028,70.8923,4.6436,36,4.6195938,1.31341257,1.5851412,23.18856291,2.71740843,9.06E-02,1.35870687,17.66316276
1,7,9,27,20,720,135.273,19.7576,55.1907,6.6256,30,5.966316,0,0,11.02859919,1.26557478,2.71E-01,16.09090893,19.43565138
0,6,3,16,6,600,101.0802,37.44,57.6818,6.4034,18,8.021286,0,0,1.65653946,4.36E-01,0,3.92338908,15.34480614
0,5,6,22,6,500,97.632,55.5489,92.7463,5.8358,15,6.582807,0,0,24.42256443,0.95400522,0.95400522,3.72062673,12.78368694
0,10,4,21,2,255,84.5652,54.0383,75.8759,4.1551,34,5.771439,0.82450494,0.9980676,9.32995143,1.51882992,8.68E-02,2.95086789,18.1825551
1,6,6,25,28,2500,184.2786,25.2885,50.1053,7.3589,17,3.2353299,0,1.8730494,53.89350516,2.72447604,0.68111901,5.11E-01,17.79422418
0,9,8,25,10,100,124.8396,33.5507,66.1661,5,21,4.9965507,0,2.3764374,41.31300006,2.62014516,1.83E-01,1.70614017,16.87861557
1,7,5,26,36,1300,188.5512,23.0188,37.9249,4.8863,36,2.7702801,1.85734773,4.0609818,45.99296856,7.36643025,1.95179139,2.10919041,28.52130564
0,7,5,19,8,400,96.9822,37.7021,51.9623,4.1038,31,5.659929,1.25779563,2.1487446,8.38531305,2.04391989,0,2.25355338,22.22108091
1,6,6,21,10,430,122.2194,22.2723,50.5274,5.0914,20,4.7016333,0,0.5098131,12.34883511,2.94559506,5.10E-01,4.47503967,21.69543339
0,9,2,20,12,400,110.7282,56.0393,57.4804,4.8113,21,4.7654595,1.87731333,0.33695136,11.88964224,3.85E-01,0.62577288,1.49222151,19.639566
1,7,5,23,24,1500,140.178,21.629,55.3414,6.2892,18,12.957462,1.42306938,1.5728751,22.84402356,2.0222604,2.25E-01,4.41900855,18.64971297
0,7,5,22,20,60,94.7502,43.4138,56.1948,5.1232,28,3.4264899,1.09024389,5.918526,7.8393654,1.66132377,1.56E-01,4.72438665,18.11879262
0,5,7,20,20,1000,109.8432,29.2775,68.6875,6.2812,21,3.3066432,0,0,10.76786757,2.28923127,0.9326484,1.2717981,16.27897851
1,4,6,17,28,400,174.5022,37.8118,60.8889,5.4854,12,5.367879,0,0,89.64516699,2.32611984,0.80519778,0.89466066,15.29872596
1,6,5,18,20,1500,136.7148,23.9506,58.459,5.1107,21,5.0985027,0,0,33.96255291,1.15127172,3.29E-01,2.30254875,20.06504568
1,8,2,17,28,1500,176.5986,38.9804,53.1478,5.7457,39,14.266377,1.03838112,3.8826189,61.03863585,2.70881685,1.08352674,3.34087146,20.76758523
1,6,6,20,8,300,123.3264,25.1462,66.2974,5.2974,25,2.8830114,3.15E-01,0.36693162,30.24551043,3.30236865,0,0.73385793,17.97956442
0,11,3,17,12,250,122.6952,47.8171,64.6758,5.1568,31,5.687541,0.77556267,1.3248981,10.50237288,1.06639668,3.23E-02,6.46E-02,21.23095176
1,6,6,19,14,950,225.9114,30.3587,38.7273,6.4758,20,8.474229,0,0,60.16582584,4.85332407,1.54E-01,0.84740697,25.42218255
0,7,5,17,4,350,92.1114,41.7824,62.6598,5.1031,12,3.7195488,0,0.2324718,16.66058697,2.4797169,0,2.32E-01,15.03327375
0,6,9,18,20,980,156.0378,35.027,54.2796,7.2473,21,5.521338,0,1.6467903,25.76729538,6.58712934,4.84E-01,1.06556301,18.0177327
0,7,2,18,20,750,148.923,42.9677,61.7968,6.5027,18,6.082605,0,0.771012,46.08898929,2.05601607,8.57E-02,0.94233915,16.01978148
0,7,10,24,36,450,85.9146,84.6823,64.3867,4.3,26,5.516028,0,0,5.27077503,1.59348852,1.84E-01,1.40962446,18.38642724
0,5,5,24,12,2000,120.1476,26.6116,60.7541,6.2951,14,4.6871901,0,0,6.59136141,1.31827122,0,4.54071375,17.86991292
1,7,4,17,6,1100,159.2238,17.9333,36.4181,5.323,21,6.583338,0,0.24382458,18.95732127,4.6326564,1.28007639,3.71831688,25.66248129
0,7,3,23,28,500,80.6748,45.0428,64.5581,3.0155,17,3.6784494,5.02E-01,0.25080192,13.54335678,1.50481683,1.67E-01,3.34E-01,21.56905539
1,7,7,20,28,1000,214.4652,33.424,68.5896,6.6375,28,6.005079,0,0.26109801,108.6177917,3.06793215,2.80682883,4.30815699,16.38405279
0,3,1,21,18,450,75.1692,27.9216,85.2308,10.5962,5,3.036258,0,0,1.58412699,0.92407806,2.64E-01,1.32010848,6.86456091
0,9,7,24,4,120,74.7108,57.1701,71.6068,4.0576,22,3.6655992,1.09421577,0.7112214,12.47403429,1.3130568,1.25834787,1.09421577,16.13964942
0,3,2,25,4,150,37.5,44.5,102.449,5.7143,8,3.2387283,0,0,1.94325291,1.03640049,3.89E-01,0.77729904,6.34795632
1,7,8,23,30,2000,190.5432,22.4141,41.1184,5.403,30,9.499059,1.7810802,6.068799,53.49843585,3.29830119,2.50670763,11.41211925,26.18850582
1,11,2,22,16,1000,112.9194,32.9673,53.2462,4.2211,30,5.518683,1.21515102,1.6201872,30.53062557,2.02524993,2.53E-01,1.26578187,20.15122698
0,5,3,31,4,300,88.9254,42.791,60.2528,3.8439,23,4.3561116,0,0,11.81312514,2.14113006,0.59065785,1.48E-01,19.86081777
0,8,2,19,12,620,96.867,38.1931,75.5231,7.4885,24,8.647335,1.28111184,5.765067,9.12793248,1.70815266,2.14E-01,5.12445267,13.87872576
0,8,8,25,8,200,74.6772,34.1423,73.4333,3.8458,19,4.5443511,0.54261297,1.017396,15.87139884,3.45915171,1.6278336,1.017396,16.27835724
1,7,4,28,8,750,179.0754,30.7276,39.355,6.2541,29,7.156818,0,0,15.6526056,3.09704157,0.58592664,4.8966696,25.69706001
0,5,1,20,28,300,83.8716,58.7952,89.9524,8.5833,18,3.4190028,0,0,7.04519118,2.07E-01,1.04E-01,1.86490386,8.7028776
0,6,5,16,28,850,131.3802,46.6212,68.0136,4.7585,22,4.7817081,0,0,46.90919844,0.90791973,0,0.60528159,17.79523308
0,5,6,23,2,200,116.3904,18.4336,67.1111,6.3542,15,8.965935,0,0,12.55213377,2.35352475,2.12937903,3.13803477,16.13845467
0,7,6,31,12,600,63.9486,52,83.8897,4.7448,16,3.1615209,0,3.5887635,6.40850094,2.47795398,4.27E-01,2.13617052,12.3897699
0,8,6,20,20,30,67.2546,73.6641,71.9588,3.4356,25,3.4871832,5.11E-01,0.8834247,7.25333787,0.88341939,9.30E-02,3.25E-01,18.04034799
0,10,4,19,12,600,140.1918,32.4054,46.7634,5.0668,52,7.23753,0,0,13.56450651,1.5337935,9.59E-02,5.27E-01,25.11590175
0,7,5,20,8,500,149.3934,46.2194,45.2347,5.0257,19,5.438502,3.78E-01,0.9819252,26.51223528,2.34153477,2.27E-01,1.66173795,23.49089838
0,6,5,22,14,800,135.2832,21.7476,47.285,6.2319,13,5.2344387,0,0.10263699,3.59227872,1.64218122,0,4.82391198,21.24574542
0,9,4,21,8,200,96.9408,50.2412,73.1163,5.7132,21,14.387976,0.83502936,4.7532465,11.49767928,2.2481478,0.89925912,0.83502936,16.57206927
0,8,3,25,4,360,64.6458,43.2868,78.3629,3.4402,23,5.468769,0,0.8463078,9.37472535,2.27857941,1.30E-01,4.56E-01,16.86148551
1,9,2,18,28,1400,139.827,52.4885,50.3848,6.3524,23,4.5908667,1.04507172,5.0760414,18.66196314,2.09013813,3.36E-01,7.72605,19.59506289
0,4,2,21,20,160,90.9126,32.9114,98.65,7.35,11,5.709312,0,0,10.30472937,1.67103576,0.55701369,0.97477263,11.14025256
0,4,6,21,8,415,66.1422,39.6343,128.0331,6.6851,39,1.5680961,0,0,3.76343595,0.73178172,0.83631969,7.29166014,9.46086417
0,9,4,32,20,730,58.8156,45.1137,75.8438,3.8945,22,4.5818397,0,0.29370672,2.93707782,1.9384686,1.64476188,1.70350641,15.03783504
1,6,3,21,20,500,120.3672,40.0152,61.2226,4.6642,23,13.119417,0,0,7.56176922,0.72884529,0,2.09542689,24.14298762
0,3,4,18,14,300,108.2226,50.029,81.6691,5.0216,10,3.4749171,0,0,43.61903217,3.20056002,3.66E-01,3.66E-01,12.71078595
1,10,4,18,28,2400,102.4656,23.9907,61.3241,5.169,41,6.16491,1.50073344,1.0951344,14.15556792,2.43362079,1.74409605,3.52874988,17.52207606
0,8,1,33,8,120,55.1292,53.1271,95.9341,4.8736,25,3.1377852,0.93582909,0.22019508,8.75274912,2.64234096,3.85E-01,1.87165818,10.01887083
0,9,0,27,10,150,95.8944,45.7975,85.8113,9.5094,21,7.996329,0,0,7.27558677,2.03191929,3.28E-01,6.2924031,10.42178832
0,7,7,16,28,800,129.1212,48.8347,53.2701,4.3649,30,3.2009211,0,0,28.43715276,0.74224242,3.71E-01,1.85560605,22.4992134
0,3,1,18,10,200,54.2802,41.5556,95.3846,5.1319,8,5.450184,0,0.6411825,8.54934957,2.13733872,0,1.49613498,9.72488268
0,4,4,19,12,1000,125.2326,96.7711,90.3333,6.631,14,2.7341721,0,0,56.58547338,1.78315641,2.38E-01,2.37754188,9.98567271
0,4,0,20,10,100,61.0146,63.6318,79.1167,3.5583,24,4.3177734,0,0.50373846,7.20E-02,1.44E-01,1.44E-01,1.15140447,17.27109891
1,10,3,21,12,800,75.9108,40.4499,60.1268,3.8293,26,3.8239965,0.57360213,0.7170093,4.25419677,4.30E-01,0,4.78E-02,19.59797808
0,8,5,21,24,150,100.7034,33.9957,56.6894,4.5702,47,4.6867653,1.75E-01,4.38E-02,8.9355618,1.83967605,4.38E-02,1.6206651,20.58682752
1,9,5,24,8,750,98.5464,19.549,75.3951,6.5366,19,5.955165,1.35E-01,0.6767064,9.40625613,0.81205299,3.72190113,4.19559561,13.8725343
1,9,7,23,8,500,124.1724,24.1886,46.9208,4.0495,25,6.157476,3.35E-01,0.8031906,15.12629964,2.20870512,3.35E-01,3.54731895,27.03993246
0,8,3,26,8,500,91.968,26.3915,58.7518,4.4858,20,3.7693035,0,0.7666578,13.16064384,8.75246769,3.19E-01,3.83E-01,18.01602819
1,6,5,21,8,250,167.1306,32.4675,57.4887,4.301,20,4.5932031,0,1.3710951,76.4388837,2.4679818,4.11E-01,3.35919627,21.18351222
0,7,5,22,6,500,109.9542,38.5439,67.7333,5.5792,33,10.856295,0,0,13.08519405,2.15690076,0,1.50982947,17.25520077
0,11,8,18,28,1000,178.7328,24.8221,56.2414,7.1759,31,7.998453,1.57E-01,0,27.99524394,2.70542376,0,1.1762712,22.74123789
1,7,6,19,28,400,134.2224,35.8435,50.2146,3.9195,21,6.351291,1.08713223,1.4876496,42.97024044,1.43043435,0.57217374,1.4876496,23.45911803
1,10,4,22,12,500,124.011,23.4251,56.7522,5.3463,28,5.589837,0.55281879,3.5625852,21.25277586,2.33412201,1.23E-01,1.0442115,20.57711022
1,6,6,27,10,700,222.7338,21.6449,41.5516,9.1076,27,5.560101,0,4.18E-02,50.75378712,2.88468936,3.34E-01,7.85972925,18.64595349
0,7,5,20,6,250,83.9088,24.7866,62.2167,4.4833,15,5.714091,0,0.6177123,3.86080542,1.46710521,0,0.77216427,18.53187345
1,4,2,17,24,1320,147.9558,28.24,47.4263,5.5458,16,4.2374862,0,0,28.24998588,1.08014427,0.74779137,0.83088225,20.85513651
1,5,3,17,8,800,119.8326,24.5182,52.6613,5.2218,20,8.666982,2.04406857,2.4529014,16.51607532,0.65410173,0,0.57233835,20.27716425
1,7,7,26,16,900,202.5648,20.1732,57.6897,8.5905,22,8.604855,4.63E-01,0,71.81579061,3.1109166,3.17710575,3.70662426,15.35600493
1,8,3,25,20,750,149.1078,37.0194,49.5593,5.8232,29,5.45868,1.16252361,1.3647231,31.03430562,2.93158197,1.01E-01,1.56688011,20.87486847
0,5,6,39,12,450,53.769,52.6504,88.8387,3.8145,6,4.1166306,0,0,4.00228506,1.02915765,0,0.6861051,14.17951602
0,9,3,16,8,800,208.95,38.2594,61.0167,7.3917,27,6.129864,1.47111957,1.961514,103.9589995,2.69704989,3.06E-01,4.10687082,14.71117977
1,8,5,18,6,150,153.8304,19.7583,38.3534,4.8378,20,3.750984,0,0,15.94172448,2.93046156,0.7033095,5.27E-01,28.19106081
1,10,3,21,10,700,105.8532,48.9861,51.3693,4.4094,37,3.8749194,0.55356219,1.1362338,5.7104271,1.04885244,0.55356219,0.69923673,21.06449388
1,6,4,23,14,1000,107.454,21.7949,55.1083,5.6242,15,6.076764,0,0.9766683,11.39438385,2.17036161,1.30221378,0.75962736,17.03731554
1,7,5,20,8,250,108.4212,43.1518,59.361,4.1494,42,3.1780881,0,0,21.7989837,0.76094955,1.07428203,0.93999744,21.57517782
0,5,4,23,10,150,77.0478,38.9398,61.6766,3.2575,15,6.342264,0,0.7766406,8.54280234,1.03549248,0,5.18E-01,21.61588428
1,5,5,18,36,1000,290.6184,23.358,38.6341,9.4146,19,4.570317,0,0,155.390624,7.03125243,0,1.76E-01,14.41406403
1,9,4,19,4,550,132.8766,39.1354,60.1455,5.0442,23,7.473825,2.69E-01,0.7527456,32.2613298,1.98944991,0,1.34422119,20.70101907
0,11,9,31,4,700,55.2216,70.4421,75.2168,3.2028,26,3.7990395,4.75E-01,0,7.65083916,2.26887273,0,1.37187567,15.09062175
1,5,6,16,42,1000,200.589,40.5459,44.3564,4.2748,18,5.552667,0,0,91.62248886,1.93143816,3.62E-01,2.71608093,24.38438022
0,4,1,21,20,125,60.594,68.8727,134.2857,7.2321,14,3.3816204,0,0,1.0291842,1.0291842,4.41E-01,2.20539168,8.23346829
0,6,7,17,12,60,99.5382,38.4423,58.8106,4.458,20,3.0857472,0,0,9.25718319,3.08573127,4.90E-02,3.92E-01,20.42458578
0,6,4,27,24,1000,95.1204,42.5612,90.8,8.4071,21,7.225848,0,0,7.75259469,2.03223258,3.0107169,10.38697065,10.53750915
0,5,1,18,16,800,98.8422,66.3818,76.6516,4.0995,16,1.5123942,0,0,33.12808641,1.58438718,0.64815984,2.59263405,15.91588602
0,7,3,27,20,700,69.4854,54.9461,85.0714,5.119,15,2.1720555,0,0.07489755,6.59106405,1.94735754,5.24E-01,2.62144611,12.58293708
1,5,7,23,8,700,181.152,18.5933,34.2196,5.1118,20,2.8072377,0,0,9.57009618,1.14840963,0.82940607,2.10542031,32.53833126
1,7,5,21,8,600,210.0804,18.8159,44.3597,6.8957,20,6.581214,0,0,62.32319919,5.3918271,0.79291575,4.4403282,22.04306316
1,6,3,18,20,1400,240.8034,29.6386,45.6287,6.0958,17,5.504877,0,0,123.6323955,4.81684437,0.6881229,1.14686973,19.15269741
1,8,8,22,28,2700,179.7546,24.1628,40.1626,5.3062,53,3.294855,0,0,28.64905362,3.09393522,4.70117664,2.33050059,27.68470983
0,8,3,22,24,700,139.7418,22.8543,53.9649,6.8221,25,13.201191,1.92E-01,0.14401251,8.64070281,1.92015441,0,1.48812219,19.15355763
0,8,7,24,8,600,104.181,45.0045,73.3214,7.1161,23,6.548292,4.45E-01,0,5.14978668,1.33513047,2.54E-01,3.94180947,14.24137752
0,8,2,24,12,500,88.8864,52.6106,57.2547,4.6304,24,3.4427916,0,0.05464521,4.42645848,1.96731252,1.09E-01,2.29519971,17.59653288
1,8,8,19,28,750,155.8986,31.2959,45.8219,5.3282,39,8.165187,1.0436805,0,25.4166867,2.45572101,0.67532049,1.78039521,24.12743463
0,7,4,16,28,400,77.8632,56.5036,67.7706,3.5735,22,4.4239203,0.71563401,0.39034341,14.11749522,0.65057589,0,1.95E-01,18.1510668
